conv_id,turn_id,speaker,utterance,dialog_act,empathy,emotion,emotional_polarity,self_disclosure,empathy_mean,self_disclosure_mean,fact_type,question_type,feeling_direction,agree_type,da,da_category
151,20,Person 1,likewise! have a great rest of the workday :) goodbye!,"('fc',)",0.792783022,1.551189303,0.339743257,1.143489361,2.91166477,2.309991099,no,no,forward,no,fc,forward
152,0,Person 1,"Hello, what did you think about the fire and what happened?","('fp', 'qo')",0.809238017,0.777410209,0.935409069,0.917915881,2.026556006,1.933910931,no,qo,forward,no,fp,forward
152,1,Person 2,I think that the death of pets is always tragic for those they are dear to.,"('sv',)",3.778305054,3.170643568,1.706031442,2.631060123,2.026556006,1.933910931,opinion,no,no,no,sv,statement
152,2,Person 1,I agree. Do you own any pets?,"('qy',)",0.919916153,1.036535859,0.668460667,1.248595357,2.026556006,1.933910931,no,qy,no,no,qy,question
152,3,Person 2,No. I had a dog when I was a teenager. How about yourself?,(),1.206352949,1.57398212,0.799974322,2.658794641,2.026556006,1.933910931,opinion,no,no,no,none,others
152,4,Person 1,I have two dogs. Love them to death so i can't even imagine what those people are going through.,"('sd',)",3.81213212,3.868746042,1.759294629,3.176247835,2.026556006,1.933910931,fact,no,no,no,sd,statement
152,5,Person 2,What kind of dogs are they?,"('qw',)",1.101278305,1.005331755,0.703466475,1.339669943,2.026556006,1.933910931,no,qw,no,no,qw,question
152,6,Person 1,One is a Lab and the other is a Maltese,"('sd',)",1.511457205,1.508836865,0.893315971,2.022835016,2.026556006,1.933910931,fact,no,no,no,sd,statement
152,7,Person 2,Neat. I had a golden retriever when I was a kid. He was my best friend.,(),1.956104755,2.865460634,0.570773125,3.142576694,2.026556006,1.933910931,opinion,no,no,no,none,others
152,8,Person 1,"Golden retrievers are really smart. So have you been through, or know anyone, that has been in a fire before","('qy',)",1.611371636,1.816770673,0.663993657,1.708274841,2.026556006,1.933910931,no,qy,no,no,qy,question
152,9,Person 2,"Actually, no. I can't think of anyone even relating a story about a fire to me. How about you?",(),1.594411254,1.822379231,1.066116929,1.990306377,2.026556006,1.933910931,opinion,no,no,no,none,others
152,10,Person 1,"Nope, thank goodness. So what do you think that family that was in the fire should do now? They lost everything, it's terrible.",(),3.531689167,3.557806969,1.574424267,1.920979381,2.026556006,1.933910931,opinion,no,no,no,none,others
152,11,Person 2,Hopefully they were insured. I mean what do you do after a fire? You just start all over.,"('sd',)",2.93077445,2.460016966,1.178081036,1.953835964,2.026556006,1.933910931,fact,no,no,no,sd,statement
152,12,Person 1,It's just scary to think about. Makes me feel sad.,"('sd',)",3.852171898,3.706454754,1.954570055,2.844727516,2.026556006,1.933910931,fact,no,no,no,sd,statement
152,13,Person 2,It's just scary to think about. Makes me feel sad.,"('sd',)",3.852171898,3.706454754,1.954570055,2.844727516,2.026556006,1.933910931,fact,no,no,no,sd,statement
152,14,Person 1,Just the fact that the pets were trapped inside. I'm sure they'll look into a doggy door or something next time around.,(),2.981163979,3.085682631,1.450463533,2.009802341,2.026556006,1.933910931,opinion,no,no,no,none,others
152,15,Person 2,"Yeah, was it mentioned how the fire started? i don't remember.",(),1.288049936,1.230498075,1.094078898,1.316726446,2.026556006,1.933910931,opinion,no,no,no,none,others
152,16,Person 1,Me too. Did it mention what kind of pets they werE?,"('qy',)",1.482897758,1.502794385,0.826556206,1.67119503,2.026556006,1.933910931,no,qy,no,no,qy,question
152,17,Person 2,I believe 2 cats. Wonder if cats can start a fire..,(),1.836284637,1.895624995,1.430634499,1.873041153,2.026556006,1.933910931,opinion,no,no,no,none,others
152,18,Person 1,I don't think so. The article was pretty brief and vague,(),1.494016409,1.377276063,1.371471643,1.568172336,2.026556006,1.933910931,opinion,no,no,no,none,others
152,19,Person 2,Cats are capable of much more than humans give them credit for,"('sv',)",1.929140568,2.120896101,0.725050151,1.817080379,2.026556006,1.933910931,opinion,no,no,no,sv,statement
152,20,Person 1,True. Well it was nice talking to you. bye!,"('fc',)",0.729307473,1.696803689,0.261901498,0.975514889,2.026556006,1.933910931,no,no,forward,no,fc,forward
152,21,Person 2,bye,"('fc',)",0.3759965,0.742811799,1.016468167,0.913960814,2.026556006,1.933910931,no,no,forward,no,fc,forward
153,0,Person 1,These stories are always sad to hear. Fires are probably one of the disasters I really fear.,"('sv',)",3.519865036,3.497703314,1.671034694,2.895842791,2.57094913,2.194201827,opinion,no,no,no,sv,statement
153,1,Person 2,I can't imagine losing one pet let alone two.,"('sv',)",3.780523062,3.76549983,1.873815656,2.574761629,2.57094913,2.194201827,opinion,no,no,no,sv,statement
153,2,Person 1,Yea that's rough. At least the people all lived.,"('sd',)",3.481662035,2.996612787,1.686560512,1.935512185,2.57094913,2.194201827,fact,no,no,no,sd,statement
153,3,Person 2,thats about the only good thing,"('sv',)",1.745960474,2.210318327,0.660924673,1.774432898,2.57094913,2.194201827,opinion,no,no,no,sv,statement
153,4,Person 1,I remember my house burning down as a kid. In the moment it's so scary. The Red Cross really does a lot of work helping in these situations.,"('sd', 'sv')",3.582327366,3.688251495,1.34482646,2.953388453,2.57094913,2.194201827,fact,no,no,no,sd,statement
153,5,Person 2,Do you have experience with the Red Cross?,"('qy',)",0.92751354,0.994030297,0.732796252,1.113524914,2.57094913,2.194201827,no,qy,no,no,qy,question
153,6,Person 1,I can't remember which organization helped when I was a kid(was 5) but I have seen them help my neighbors when their apartment burned down.,"('sd',)",2.033218384,1.920982003,0.888581097,2.957444906,2.57094913,2.194201827,fact,no,no,no,sd,statement
153,7,Person 2,thats good that those organizations are in place to help,"('sv',)",2.953847647,2.451785088,0.100576192,1.959140062,2.57094913,2.194201827,opinion,no,no,no,sv,statement
153,8,Person 1,Yea it's nice but still minimal. Better to try and get insurance that covers a fire.,"('aa',)",2.504066706,2.298391104,0.589688182,2.239627123,2.57094913,2.194201827,no,no,no,accept,aa,agreement
153,9,Person 2,yeah youre right about that,"('aa',)",1.436122537,1.576017499,0.81558466,1.423972249,2.57094913,2.194201827,no,no,no,accept,aa,agreement
153,10,Person 1,I wonder what the situation was like for the family to have to leave their pets. Must have happened fast.,"('qw^d',)",3.728149652,2.503950596,1.282447338,1.726891279,2.57094913,2.194201827,no,qw,no,no,qw,question
153,11,Person 2,i cant imagine the moments before the  fire started,"('sd',)",3.221953154,3.031141281,1.836168647,1.897866964,2.57094913,2.194201827,fact,no,no,no,sd,statement
153,12,Person 1,I would assume that the family was asleep or how else could they have left the pets? That or were not in the home. Fires do start fast though.,(),2.484670877,1.962806344,1.278823256,1.772130728,2.57094913,2.194201827,opinion,no,no,no,none,others
153,13,Person 2,fires defnitely travel fast and silent sometimes too,(),1.463054776,1.675815701,1.67269361,1.452285886,2.57094913,2.194201827,opinion,no,no,no,none,others
153,14,Person 1,"Hard for a person to really combat it either. With an electrical or grease fire, water would only add to it.","('sv',)",2.78450799,2.104495764,1.683713555,2.179476023,2.57094913,2.194201827,opinion,no,no,no,sv,statement
153,15,Person 2,yeah most people arent knowledgeable on those things,"('aa',)",1.59890449,1.676727653,1.498868823,1.703696012,2.57094913,2.194201827,no,no,no,accept,aa,agreement
153,16,Person 1,I live in an apartment and have had two fires right next to my building. I wish people took more precautions,"('sd',)",2.670842886,3.0351789,1.619631171,3.145416498,2.57094913,2.194201827,fact,no,no,no,sd,statement
153,17,Person 2,"As a kid I can remember a fire starting near our apartment, at the apartments across from ours. Luckily they were able to stop it from flowing onto the next apartments.","('sd',)",2.317950249,2.22761488,1.22132659,2.727924585,2.57094913,2.194201827,fact,no,no,no,sd,statement
153,18,Person 1,"Yea I saw a fire take three apartments a few days before Christmas. I felt so bad, especially for the people who lost their stuff to water damage from the firefighters having to put it out","('sd',)",3.728755951,3.72239089,1.806022406,3.090760231,2.57094913,2.194201827,fact,no,no,no,sd,statement
153,19,Person 2,i can cope losing tv's phones etc but losing memories in pictures is scary,(),3.603359222,3.745918512,2.017998457,3.008803129,2.57094913,2.194201827,opinion,no,no,no,none,others
153,20,Person 1,Yea we lost a ton of our stuff as a kid. Really sucked. That's all I have to say on this though. bye,"('fc',)",2.617628336,3.096432209,1.339844346,2.825580835,2.57094913,2.194201827,no,no,forward,no,fc,forward
153,21,Person 2,bye,"('fc',)",0.3759965,0.742811799,1.016468167,0.913960814,2.57094913,2.194201827,no,no,forward,no,fc,forward
154,0,Person 1,Losing your home in a fire has got to be pretty terrible.,"('sd',)",3.698447704,3.833177805,1.782122016,2.161699772,1.958935628,1.82173459,fact,no,no,no,sd,statement
154,1,Person 2,It really is...its sad,"('aa',)",3.791437626,3.69466567,2.291582823,2.345927954,1.958935628,1.82173459,no,no,no,accept,aa,agreement
154,2,Person 1,"I always feel bad when people lose animals.  They don't get the sympathy like someone would who lost family, but losing pets still hurts a lot.","('sv',)",3.549691439,3.313147783,1.808600187,3.095163107,1.958935628,1.82173459,opinion,no,no,no,sv,statement
154,3,Person 2,almost similar hurt...its like losing kids,(),3.750794649,3.450468779,2.038123369,2.470587969,1.958935628,1.82173459,opinion,no,no,no,none,others
154,4,Person 1,yeah.  hopefully they get back on their feet quickly thougn.,"('aa',)",2.441152096,2.058737755,0.617781818,1.68611145,1.958935628,1.82173459,no,no,no,accept,aa,agreement
154,5,Person 2,I hope so....I just hope they have their home insured also,"('sd',)",3.20348382,2.656079769,0.396412939,2.3724823,1.958935628,1.82173459,fact,no,no,no,sd,statement
154,6,Person 1,"Yeah that's true.  That must be a real kick in the pants if the cause of the fire was your own doing too, and the insurance company doesnt pay out.","('aa', 'sv')",2.691483021,2.876478434,1.787061453,2.221967697,1.958935628,1.82173459,opinion,no,no,accept,aa,agreement
154,7,Person 2,another twist...I pray that is not the case though,"('by',)",1.860825062,2.18800211,1.168598652,1.755333662,1.958935628,1.82173459,no,no,backward,no,by,backward
154,8,Person 1,"Its tought that all their memories were lost with that house, at least with most other natural disasters, you get a chance to plan ahead.","('sv',)",2.921534777,2.397361994,1.263561368,1.993407726,1.958935628,1.82173459,opinion,no,no,no,sv,statement
154,9,Person 2,"Yeah, you can get to pick a few things","('aa',)",1.83601892,1.730116248,0.976642132,1.686768293,1.958935628,1.82173459,no,no,no,accept,aa,agreement
154,10,Person 1,"If you could take three things from your house in the case of a fire, what would they be?","('qw',)",1.805641294,1.624379277,0.953752637,1.681047916,1.958935628,1.82173459,no,qw,no,no,qw,question
154,11,Person 2,"My phone, certificates and a cloth","('sd',)",1.803555369,1.854075789,0.706214905,2.442507505,1.958935628,1.82173459,fact,no,no,no,sd,statement
154,12,Person 1,What is the cloth if you don't mind me asking?,"('qw',)",0.779667437,1.043890834,0.784421563,1.204595566,1.958935628,1.82173459,no,qw,no,no,qw,question
154,13,Person 2,I have a ash cardigan my wife gave me as the first gift,"('sd',)",1.695762157,2.301006556,0.366423041,3.252208471,1.958935628,1.82173459,fact,no,no,no,sd,statement
154,14,Person 1,You have any kids?,"('qy',)",0.773445129,0.941687942,0.737374544,1.041799664,1.958935628,1.82173459,no,qy,no,no,qy,question
154,15,Person 2,None yet...,"('sd',)",0.664198756,0.994186759,1.104221106,1.022950768,1.958935628,1.82173459,fact,no,no,no,sd,statement
154,16,Person 1,Lol nice.  Enjoy your time.,"('fc',)",0.945197046,1.757179618,0.424882948,1.161351681,1.958935628,1.82173459,no,no,forward,no,fc,forward
154,17,Person 2,You? You've got any?,"('qy',)",0.671492755,0.978697538,0.707477748,0.997968137,1.958935628,1.82173459,no,qy,no,no,qy,question
154,18,Person 1,"I've got one, and it looks like that'll be it.","('sd',)",1.290641665,1.48549211,0.547380209,1.711297989,1.958935628,1.82173459,fact,no,no,no,sd,statement
154,19,Person 2,hahaha...alright. bye,"('fc',)",0.587180972,1.456576228,0.463430345,1.037287951,1.958935628,1.82173459,no,no,forward,no,fc,forward
154,20,Person 1,bye,"('fc',)",0.3759965,0.742811799,1.016468167,0.913960814,1.958935628,1.82173459,no,no,forward,no,fc,forward
155,0,Person 1,Hello what did you think about the article,"('fp', 'qo')",0.61848861,0.709466279,0.958483458,0.904327869,2.637553394,2.066570243,no,qo,forward,no,fp,forward
155,1,Person 2,It was so sad. :( I can't imagine losing a pet like that.,"('sv',)",3.883265734,3.786110878,1.939566731,2.526252031,2.637553394,2.066570243,opinion,no,no,no,sv,statement
155,2,Person 1,Yeah i think it said they lost both cats. It's a sad and tragic situation,"('aa', 'sv')",3.867020607,3.475772858,1.867069721,2.445173502,2.637553394,2.066570243,opinion,no,no,accept,aa,agreement
155,3,Person 2,"Yeah. Like, not only did you lose your house, you lost your two best little buds. That's awful.","('sv',)",3.708444834,3.670387506,1.716005802,2.392439604,2.637553394,2.066570243,opinion,no,no,no,sv,statement
155,4,Person 1,I hope the family didn't get burned or hurt in any way,(),3.307424784,2.699365139,1.041626096,1.972665668,2.637553394,2.066570243,opinion,no,no,no,none,others
155,5,Person 2,"It sounded like they got out without issue, so that's good.","('sd',)",1.917326927,1.735750794,0.395590693,1.268069983,2.637553394,2.066570243,fact,no,no,no,sd,statement
155,6,Person 1,That's good! Wonder how they're doing now after what happened,"('ba',)",2.802261591,2.420584917,0.404248506,1.60782969,2.637553394,2.066570243,no,no,backward,no,ba,backward
155,7,Person 2,I dunno. I feel really bad for the little kids. :(,(),3.555448532,2.984604597,1.747401118,2.298516989,2.637553394,2.066570243,opinion,no,no,no,none,others
155,8,Person 1,Yeah! It must have been traumatizing and something that would stay with them forever,"('aa',)",3.816879272,3.70343256,1.864041448,2.426356792,2.637553394,2.066570243,no,no,no,accept,aa,agreement
155,9,Person 2,For sure. I hope they get new pets soon.,"('sd',)",2.962772369,2.503266096,0.536586225,2.102538824,2.637553394,2.066570243,fact,no,no,no,sd,statement
155,10,Person 1,"Not only that but they probably lost all their favorite toys as well, sigh.",(),3.41170454,3.166842222,1.670045972,2.039993048,2.637553394,2.066570243,fact,no,no,no,none,others
155,11,Person 2,"Mmhm, and family photos, drawings... so many memories. I can't imagine that.",(),3.571366549,3.573509216,1.288746834,2.034797907,2.637553394,2.066570243,opinion,no,no,no,none,others
155,12,Person 1,Have you ever been burned? Even one small burn hurts like heck,"('qy',)",2.10906148,2.768877745,1.653403759,2.181486845,2.637553394,2.066570243,no,qy,no,no,qy,question
155,13,Person 2,"Yeah, by a curling iron once when I was little decently badly. Not fun at all.","('sd',)",2.316709995,3.138036489,1.675280333,2.946896076,2.637553394,2.066570243,fact,no,no,no,sd,statement
155,14,Person 1,Ouch! I got burned because my brother put a hot pan on my arm when we were younger,"('sd',)",2.044413328,3.34923315,1.64836657,3.194874763,2.637553394,2.066570243,fact,no,no,no,sd,statement
155,15,Person 2,Yikes! On purpose or by accident?,"('qy',)",1.875934958,2.916679144,1.487182736,1.624076605,2.637553394,2.066570243,no,qy,no,no,qy,question
155,16,Person 1,It was on purpose but we were just children so it happens i guess,"('sd',)",1.890601158,2.075678825,1.325868011,2.397811174,2.637553394,2.066570243,fact,no,no,no,sd,statement
155,17,Person 2,"Yeah, kids be crazy like that. Have you known anyone who lost their home like in the story? Or a pet?","('qy',)",2.491050959,2.244329214,1.312329292,1.821295857,2.637553394,2.066570243,no,qy,no,no,qy,question
155,18,Person 1,Nope. Thank God and i really hope something like that never happens to anyone! Well it was nice talking to you! bye,"('fc',)",1.938573122,3.073550701,0.404309183,2.164268494,2.637553394,2.066570243,no,no,forward,no,fc,forward
155,19,Person 2,You too. bye!,"('fc',)",0.662318528,1.434482932,0.437126845,0.981733143,2.637553394,2.066570243,no,no,forward,no,fc,forward
156,0,Person 1,lung cancer + air pollution = quick death. you agree?,"('qy',)",1.743690968,1.940428138,1.499976993,1.730126858,1.625147835,1.800491546,no,qy,no,no,qy,question
156,1,Person 2,100% true. Its scary,"('aa',)",2.500304699,3.848780394,2.187824726,2.376319408,1.625147835,1.800491546,no,no,no,accept,aa,agreement
156,2,Person 1,"rocks and grass can kill you now, thats crazy. they release something called radon.","('sv',)",2.178515196,2.67185092,1.679699659,2.058705568,1.625147835,1.800491546,opinion,no,no,no,sv,statement
156,3,Person 2,Radon? is it also a green grass?,"('qy',)",1.199157953,1.053311944,0.730338752,1.277416706,1.625147835,1.800491546,no,qy,no,no,qy,question
156,4,Person 1,nah its a gas the naturally comes from rocks and grass,(),1.490028024,1.254881144,0.904904485,1.664993763,1.625147835,1.800491546,fact,no,no,no,none,others
156,5,Person 2,Wow. SO i guess that also have huge devastating impact on the lungs,"('sv',)",3.599199533,3.362271547,1.842788696,2.093906641,1.625147835,1.800491546,opinion,no,no,no,sv,statement
156,6,Person 1,"yea, its every worse if you got lung cancer","('sv',)",2.686076403,2.537294149,2.116629362,2.112563372,1.625147835,1.800491546,opinion,no,no,no,sv,statement
156,7,Person 2,Damn. I just hope we pay more attention to the environment,"('sd',)",2.83322525,3.356058359,1.690673947,2.596190691,1.625147835,1.800491546,fact,no,no,no,sd,statement
156,8,Person 1,almost a million people die every year from pollution in the air,"('sd',)",2.411328077,2.174967766,1.840745568,1.736655831,1.625147835,1.800491546,fact,no,no,no,sd,statement
156,9,Person 2,Wow!! You seem to be in the know on this topic. Are you an environmentalist?,"('qy',)",1.052280903,1.517874837,0.442409039,1.452559948,1.625147835,1.800491546,no,qy,no,no,qy,question
156,10,Person 1,"no, but i do care about the enviroment",(),1.828188896,1.658619046,0.702052236,2.133944273,1.625147835,1.800491546,opinion,no,no,no,none,others
156,11,Person 2,"Hmmnn, that is good. I care about the environment also but I dont know this much",(),1.943314314,1.733793855,0.487041622,2.229756117,1.625147835,1.800491546,opinion,no,no,no,none,others
156,12,Person 1,well did you know that if you have lung cancer and live in a area with air pollution it is likely you could die within 3 years?,"('qy',)",1.915212989,1.65344727,1.291989684,1.744473457,1.625147835,1.800491546,no,qy,no,no,qy,question
156,13,Person 2,Wow!!! that is such a little time,"('ba',)",2.502728224,3.010769129,1.286973,1.679141045,1.625147835,1.800491546,no,no,backward,no,ba,backward
156,14,Person 1,yes it is. its best to stay educated as much as possible. this is your health we are talking about here,"('aa', 'sv')",2.082544327,2.010900736,0.947334528,2.148645878,1.625147835,1.800491546,opinion,no,no,accept,aa,agreement
156,15,Person 2,I agree with you on that. We need to take it more seriously. How can I prevent myself from polluted air though?,"('aa',)",2.187579393,1.982507825,0.823996067,2.53673768,1.625147835,1.800491546,no,no,no,accept,aa,agreement
156,16,Person 1,"avoid second hand smoke, radon and dont smoke cigarettes or cigars.","('+',)",1.405813098,1.681251645,1.260800838,1.917499542,1.625147835,1.800491546,no,no,no,no,+,others
156,17,Person 2,So you suggesting I shouldnt keep lawn?,"('qy',)",1.261605382,1.835378051,1.342933893,1.999340415,1.625147835,1.800491546,no,qy,no,no,qy,question
156,18,Person 1,lawn?,"('qy',)",0.875367582,1.067997098,1.104691386,1.186508179,1.625147835,1.800491546,no,qy,no,no,qy,question
156,19,Person 2,since radon is from grasses,(),1.399005175,1.340629935,1.030109763,1.49491477,1.625147835,1.800491546,fact,no,no,no,none,others
156,20,Person 1,"well more specifically the dirt that the grass is in. but in answer to your question, no just try to limit your exposure to those things",(),1.818417072,1.442555308,1.031276584,1.623387814,1.625147835,1.800491546,opinion,no,no,no,none,others
156,21,Person 2,alright then. Thanks for the heads up. It was really an insightful chat,"('fc',)",1.047537804,1.925572634,0.547564626,1.312182665,1.625147835,1.800491546,no,no,forward,no,fc,forward
156,22,Person 1,"dont leave yet, i have so much more to discuss with you, about this topic","('fc',)",0.908499777,1.680677295,0.746038496,1.474938035,1.625147835,1.800491546,no,no,forward,no,fc,forward
156,23,Person 2,"Ok, I am all ears","('sd',)",1.109350204,2.061956406,0.920428336,1.809208274,1.625147835,1.800491546,fact,no,no,no,sd,statement
156,24,Person 1,this topic is very serious. so serious the american health institute has issued health advisories about it,"('sd',)",1.954839468,2.412700415,1.851323366,2.019283772,1.625147835,1.800491546,fact,no,no,no,sd,statement
156,25,Person 2,"WOW, how do you know all these?",(),1.0050807,2.063532591,1.022728801,1.062998176,1.625147835,1.800491546,fact,no,no,no,none,others
156,26,Person 1,"i study a lot. check this out, the CDC says that lung cancer is the leading cause of cancer related deaths","('sd',)",1.907384634,1.824864149,1.379854321,1.937589407,1.625147835,1.800491546,fact,no,no,no,sd,statement
156,27,Person 2,Really? It is more serious than skin cancer?,"('qy',)",2.195848465,2.88512826,1.544619203,1.732672453,1.625147835,1.800491546,no,qy,no,no,qy,question
156,28,Person 1,yeah totally,"('aa',)",1.058817744,1.731762528,1.166135669,1.516251802,1.625147835,1.800491546,no,no,no,accept,aa,agreement
156,29,Person 2,Wow!! Used to think skin is leading cause,"('sv',)",2.197526693,2.9176929,1.501629233,1.890707254,1.625147835,1.800491546,opinion,no,no,no,sv,statement
156,30,Person 1,nah lung cancer is the second leading cause of deaths in men and women,(),2.003530264,1.835083365,1.554297924,1.761039972,1.625147835,1.800491546,fact,no,no,no,none,others
156,31,Person 2,Quite insightful. Thanks for all these. I should begin to read more,(),1.397191882,2.256192923,0.411901265,1.884966016,1.625147835,1.800491546,opinion,no,no,no,none,others
156,32,Person 1,yea when you get time browse the center for disease control website,(),1.396021008,1.411488414,0.757245779,1.599970102,1.625147835,1.800491546,fact,no,no,no,none,others
156,33,Person 2,I will do that Asap,"('sd',)",0.857473731,1.294451714,0.678527534,1.690979481,1.625147835,1.800491546,fact,no,no,no,sd,statement
156,34,Person 1,oh and dont travel to california if you smoke,(),0.86470443,1.353478909,1.364004731,1.720701575,1.625147835,1.800491546,fact,no,no,no,none,others
156,35,Person 2,And why is that?,"('qw',)",1.091585398,1.214135051,1.113222957,1.188440323,1.625147835,1.800491546,no,qw,no,no,qw,question
156,36,Person 1,the air quality is so bad out there that research has been done that it is extremely harmful to those with and without cancer.,"('sd',)",2.711208344,2.493955851,1.665515304,2.171211243,1.625147835,1.800491546,fact,no,no,no,sd,statement
156,37,Person 2,So it is best not to visit at all. I dont smoke though,"('sd',)",1.244215012,1.74203074,1.311829448,2.561879396,1.625147835,1.800491546,fact,no,no,no,sd,statement
156,38,Person 1,thats good. its a bad habit.,"('sv',)",2.182981968,2.527649641,1.453267932,2.183314085,1.625147835,1.800491546,opinion,no,no,no,sv,statement
156,39,Person 2,I dropped it when i was 17,"('sd',)",1.074025393,1.947507739,1.449950099,2.829195261,1.625147835,1.800491546,fact,no,no,no,sd,statement
156,40,Person 1,"thats great, im proud of you. well i dont want to hold you up too long, im probally talking your ear off. hopefully we will get to chat another time in future. goodbye","('fc',)",1.189270258,2.445264578,0.473031729,2.115044355,1.625147835,1.800491546,no,no,forward,no,fc,forward
156,41,Person 2,No buddy..lets talk some more. You aint going anywhere...,(),0.999985814,2.11919713,1.129367948,1.67537117,1.625147835,1.800491546,opinion,no,no,no,none,others
156,42,Person 1,sure ok,"('b',)",0.941641152,1.365519881,0.926859736,1.16899991,1.625147835,1.800491546,no,no,backward,no,b,backward
156,43,Person 2,lol..bye,"('fc',)",0.503352642,1.347769022,0.830946565,1.007425904,1.625147835,1.800491546,no,no,forward,no,fc,forward
156,44,Person 1,bye,"('fc',)",0.375996351,0.742811739,1.016468406,0.913960993,1.625147835,1.800491546,no,no,forward,no,fc,forward
157,0,Person 1,This article was very eye opening. I had no idea air pollution killed so many people.,"('sd',)",3.193923235,3.564928293,1.550315261,2.603914976,2.278743171,2.151842441,fact,no,no,no,sd,statement
157,1,Person 2,"i agree,it's scary that pollution could have such a direct impact on people's health","('aa',)",3.608302355,3.185808897,2.149568796,2.26714325,2.278743171,2.151842441,no,no,no,accept,aa,agreement
157,2,Person 1,"Over half a million people die in India from bad air quality? That's insane, I wonder what can be done about it.","('qy^d',)",2.93003726,3.502057791,1.819481492,2.15643239,2.278743171,2.151842441,no,qy,no,no,qy,question
157,3,Person 2,i guess education about the problem is the best anyone can do at this point,"('sv',)",2.142810106,1.937913895,1.071591854,1.752718925,2.278743171,2.151842441,opinion,no,no,no,sv,statement
157,4,Person 1,"Yeah, I didn't know lung cancer was the second deadliest form of cancer either.","('sd',)",2.309352636,2.021658182,1.277840137,1.791615605,2.278743171,2.151842441,fact,no,no,no,sd,statement
157,5,Person 2,"yea,i'd think that would have went down since people don't smoke as much anymore","('sv',)",2.401670218,1.655881286,0.90394187,1.969873667,2.278743171,2.151842441,opinion,no,no,no,sv,statement
157,6,Person 1,"Yeah, I grew up in a smoking household. Secondhand smoke does suck, are you a smoker?","('qy',)",1.505623221,2.060978174,1.36160624,2.634556532,2.278743171,2.151842441,no,qy,no,no,qy,question
157,7,Person 2,"unfortunately yes,been trying to quit recently...it's tough","('aa',)",2.452183008,2.935085773,1.80408895,2.736313105,2.278743171,2.151842441,no,no,no,accept,aa,agreement
157,8,Person 1,"Good friend of mine has been smoking his whole life and switched over to E cigs, he says it's better. I don't know much about them though.","('sd',)",1.910835624,2.00281477,0.831873655,2.94382,2.278743171,2.151842441,fact,no,no,no,sd,statement
157,9,Person 2,"i actually have an e-cig,it's helpful but you still get cravings for an actual cigarette",(),1.985890388,2.135745287,0.972820103,2.660605431,2.278743171,2.151842441,opinion,no,no,no,none,others
157,10,Person 1,I wish that article talked about the effect of bad air pollution on people without lung cancer in california,"('sd',)",2.320558786,1.856326461,1.297637105,2.38037467,2.278743171,2.151842441,fact,no,no,no,sd,statement
157,11,Person 2,"i was thinking the same thing,i wonder how pollution effects people without lung cancer....i mean,it can't be good...just probably not as noticeable",(),2.894571781,2.092751265,1.507054448,2.330497026,2.278743171,2.151842441,opinion,no,no,no,none,others
157,12,Person 1,"yeah, I feel like the article in general was lacking, interesting content but it definitely needed more info","('aa', 'sv')",1.947983265,1.998459578,1.656933427,1.911078811,2.278743171,2.151842441,opinion,no,no,accept,aa,agreement
157,13,Person 2,"it kind of left me with more questions,feel like i'm gonna have to do some googling now,lol","('sd',)",1.562041283,1.901931167,1.370791316,2.033262014,2.278743171,2.151842441,fact,no,no,no,sd,statement
157,14,Person 1,"I wonder if that was the intent, just to give us a taste and motivation to do further research on our own.","('qy^d',)",2.108966589,1.537233829,0.642905653,1.649296999,2.278743171,2.151842441,no,qy,no,no,qy,question
157,15,Person 2,certainly effective if that's what they wanted to do,"('+',)",2.104635477,1.673775911,0.695011377,1.630702496,2.278743171,2.151842441,no,no,no,no,+,others
157,16,Person 1,"I feel like most people won't care about air pollution until it gets so bad they can hardly breathe, then maybe things will change.","('sv',)",2.428292036,2.101558208,1.078312993,2.310256004,2.278743171,2.151842441,opinion,no,no,no,sv,statement
157,17,Person 2,"Yea,people will need to see and feel it in order to change,but i think by that time it'll be to late..it sucks","('aa', 'sv')",2.793838501,2.963339567,1.890094161,2.392649889,2.278743171,2.151842441,opinion,no,no,accept,aa,agreement
157,18,Person 1,"Yep, that seems to be how it's been going with everything else. Our attention spans are so short it seems like no one can really be bothered with anything unless its a major issue that lasts a while and is right in our face.","('aa',)",2.101788521,2.430156469,1.440480113,2.28805232,2.278743171,2.151842441,no,no,no,accept,aa,agreement
157,19,Person 2,i think it's honestly just human nature...it's weird that a behavior that probably helped us evolve and survive will most likely be our downfall,"('sv',)",2.859562397,2.933774471,1.896673441,2.497351646,2.278743171,2.151842441,opinion,no,no,no,sv,statement
157,20,Person 1,That's a good point. I do think we could all be more proactive about positive change though. There's got to be a way to make it happen. Education is certainly one area that could improve.,"('aa', 'sv')",2.480624199,2.029178381,0.63682723,2.383226156,2.278743171,2.151842441,opinion,no,no,accept,aa,agreement
157,21,Person 2,"oh for sure,education is important to getting people to change...people need to have first hand knowledge of this stuff,otherwise they can just ignore it","('aa', 'sv')",2.639422655,2.31261754,0.925820351,2.295535803,2.278743171,2.151842441,opinion,no,no,accept,aa,agreement
157,22,Person 1,"After that though, how can we motivate action? It's like protesting, once an issue has been made known, and awareness has increased, I wonder what can be done to cause people to demand action, instead of just forgetting about it or moving on to the next topic","('qh',)",2.245539904,2.013755798,0.78869009,1.968366623,2.278743171,2.151842441,no,no,forward,no,qh,forward
